Ex No	1	2	4	8	16	32
----------------------------------------------------------------
345	349	90	24	8	2	1	
346	1837	469	122	33	9	3	
347	0	0	0	0	0	0	
348	46	16	6	3	2	1	
349	225	61	18	6	3	1	
350	738	195	52	15	5	2	
351	470	125	33	9	4	1	
352	852	219	59	16	4	1	
353	134	38	12	5	2	1	
354	370	100	28	8	3	1	
355	705	186	49	13	4	1	
356	3	2	1	1	1	1	
357	726	189	51	15	4	1	
358	1640	423	113	33	10	3	
359	0	0	0	0	0	0	
360	47	15	6	3	1	1	
361	729	193	51	15	6	2	
362	432	115	33	9	3	1	
363	210	55	15	6	3	1	
364	2435	624	163	44	13	4	
365	497	131	36	10	3	1	
366	34	11	4	2	2	2	
367	264	70	20	6	2	1	
368	446	124	36	11	4	1	
369	153	45	15	6	3	1	
370	428	113	32	10	3	1	
371	472	124	35	11	4	1	
372	24	8	3	2	2	1	
373	15	8	8	4	2	1	
374	712	187	50	16	4	1	
375	216	60	18	6	2	1	
376	717	188	50	14	4	1	
377	1056	272	72	20	6	2	
378	640	171	49	15	5	2	
379	626	167	46	13	4	1	
380	389	103	30	9	3	1	
381	1032	271	75	22	7	3	
382	281	76	22	7	3	1	
383	
384	0	0	0	0	0	0	
385	188	52	15	5	2	1	
386	309	83	24	8	3	1	
387	189	52	15	6	2	1	
388	0	0	0	0	0	0	
389	893	232	63	18	5	2	
390	602	158	43	12	4	1	
391	472	127	34	11	4	1	
392	0	0	0	0	0	0	
393	520	143	43	12	4	1	
394	777	204	55	16	4	1	
395	239	66	19	7	2	1	
396	157	44	13	5	2	1	
397	492	131	37	12	4	2	
398	
399	379	102	30	10	4	2	
400	52	17	6	3	1	1	
401	574	145	40	12	4	1	
402	713	189	53	17	6	2	
403	
404	25	9	4	2	1	1	
405	59	17	6	3	1	1	
406	282	75	22	7	3	1	
407	527	140	39	12	4	1	
408	1881	485	128	35	10	3	
409	627	165	44	13	4	1	
410	713	188	51	15	4	1	
411	327	89	26	8	3	1	
412	835	219	58	16	4	1	
413	276	78	21	6	3	1	
414	520	139	38	11	4	1	
415	630	167	47	13	4	1	
416	375	102	30	10	4	2	
417	553	147	42	12	4	1	
418	0	0	0	0	0	0	
419	633	169	47	15	6	2	
420	
421	611	162	46	14	4	1	
422	261	72	22	8	3	1	
423	374	106	31	10	4	1	
424	323	86	24	8	2	1	
425	1581	405	106	29	8	2	
426	456	121	34	9	3	2	
427	0	0	0	0	0	0	
428	136	44	16	6	3	1	
429	0	0	0	0	0	0	
430	133	42	14	6	3	1	
431	106	30	10	4	2	1	
432	504	135	40	12	4	1	
433	745	196	54	16	4	1	
434	91	28	10	3	1	1	
435	548	144	40	12	4	1	
436	347	102	32	12	4	1	
437	521	136	36	12	4	1	
438	0	0	0	0	0	0	
439	151	42	13	5	2	1	
440	785	203	54	15	6	2	
441	585	154	44	13	4	1	
442	
443	0	0	0	0	0	0	
444	444	121	31	8	2	1	
445	0	0	0	0	0	0	
446	2426	617	159	43	11	4	
447	716	186	50	16	4	1	
448	0	0	0	0	0	0	
449	54	17	5	2	1	1	
450	319	88	25	8	2	1	
451	966	256	72	22	7	2	
452	695	184	49	13	4	1	
453	434	115	32	9	4	1	
454	0	0	0	0	0	0	
455	853	217	60	16	4	1	
456	260	75	22	8	4	1	
457	444	118	34	11	3	1	
458	217	59	17	5	2	1	
459	514	141	41	13	4	1	
460	849	223	61	18	6	2	
461	797	208	59	16	4	1	
462	0	0	0	0	0	0	
463	620	168	44	14	4	1	
464	373	98	29	8	2	1	
465	372	99	28	9	3	1	
466	277	75	21	7	3	1	
467	3636	918	233	60	16	4	
468	357	96	27	8	2	1	
469	526	139	38	11	4	1	
470	57	16	6	3	1	1	
471	105	31	12	5	3	2	
472	693	180	49	15	4	1	
473	1388	358	95	26	8	3	
474	903	236	62	18	6	2	
475	740	196	54	16	4	1	
476	456	122	33	9	3	1	
477	375	107	33	11	4	1	
478	906	237	65	20	6	2	
479	268	74	21	6	3	1	
480	524	137	40	13	4	1	
481	
482	888	236	65	19	6	2	
483	621	162	45	12	4	1	
484	536	142	40	12	4	1	
485	196	56	18	7	2	1	
486	405	111	32	11	4	1	
487	472	122	33	9	4	1	
488	442	117	31	9	4	1	
489	560	147	42	12	4	1	
490	441	115	33	9	3	1	
491	548	142	39	12	4	1	
492	539	141	38	11	4	1	
493	873	231	63	19	6	2	
494	0	0	0	0	0	0	
495	
496	144	41	12	4	2	1	
497	447	117	32	10	4	1	
498	512	136	38	12	4	1	
499	17	7	3	2	1	1	
500	429	119	35	12	6	2	
501	534	139	41	11	4	1	
502	9	5	2	1	1	1	
503	731	189	50	14	4	1	
504	0	0	0	0	0	0	
505	46	23	11	6	3	1	
506	709	185	50	15	4	1	
507	420	114	31	10	3	1	
508	251	69	21	7	3	1	
509	387	105	29	9	3	1	
510	19	8	3	2	1	1	
511	0	0	0	0	0	0	
512	313	84	24	8	3	1	
513	361	96	27	9	3	1	
514	
515	593	161	45	14	4	1	
516	264	71	21	7	3	1	
517	476	131	39	13	4	1	
518	539	146	44	15	5	2	
519	0	0	0	0	0	0	
520	117	33	10	4	2	1	
521	22	8	3	2	1	1	
522	1333	343	90	25	8	2	
523	28	10	4	2	1	1	
524	754	193	51	16	4	1	
525	1	1	1	1	1	1	
526	485	128	35	9	4	1	
527	390	103	29	10	3	1	
528	133	37	12	4	2	1	
529	646	170	47	14	4	1	
530	977	253	68	20	7	3	
531	280	76	22	7	3	1	
532	695	180	50	14	4	1	
533	331	90	26	7	3	1	
534	0	0	0	0	0	0	
535	
536	12	6	3	2	1	1	
537	510	135	38	11	4	1	
538	723	189	51	16	4	1	
539	192	53	16	5	2	1	
540	199	55	16	6	3	1	
541	149	38	12	4	1	1	
542	404	110	33	11	4	1	
543	535	140	40	13	4	1	
544	249	66	20	7	3	1	
545	437	124	37	12	4	1	
546	28	10	4	1	1	1	
547	
548	345	97	31	11	3	1	
549	776	205	54	15	4	1	
550	519	137	38	12	4	1	
551	0	0	0	0	0	0	
552	27	14	7	4	2	1	
553	532	139	37	11	4	1	
554	776	202	54	15	5	2	
555	0	0	0	0	0	0	
556	686	181	48	13	4	1	
557	360	96	28	9	4	1	
558	379	102	30	9	3	2	
559	0	0	0	0	0	0	
560	22	7	3	2	1	1	
561	618	162	45	14	4	1	
562	806	210	56	16	4	1	
563	170	45	13	5	2	1	
564	1664	416	112	32	8	2	
565	440	117	32	10	3	1	
566	630	169	47	14	4	2	
567	312	87	28	10	4	1	
568	742	196	54	16	5	2	
569	0	0	0	0	0	0	
570	496	132	37	11	4	1	
571	184	52	16	5	2	1	
572	764	200	54	15	4	1	
573	235	70	22	9	3	2	
574	275	75	21	7	2	1	
575	486	132	38	14	4	1	
576	0	0	0	0	0	0	
577	91	28	10	3	1	1	
578	21	7	2	1	1	1	
579	3	2	2	1	1	1	
580	347	93	27	8	2	1	
581	1676	428	111	31	8	2	
582	603	159	44	12	4	1	
583	1116	288	72	20	6	2	
584	262	73	21	6	2	1	
585	520	138	39	11	4	1	
586	18	10	5	3	2	1	
587	1242	325	83	22	7	3	
588	760	201	55	15	4	1	
589	579	152	42	13	5	2	
590	184	54	17	6	2	1	
591	531	140	39	12	4	1	
592	0	0	0	0	0	0	
593	78	25	9	5	2	2	
594	320	90	28	8	3	1	
595	2	1	1	1	1	1	
596	769	201	55	16	4	1	
597	479	128	34	11	4	1	
598	492	131	37	11	4	1	
599	760	200	59	18	7	2	
600	
601	66	21	6	3	1	1	
602	493	132	35	10	3	1	
603	467	122	34	10	4	1	
604	69	21	7	3	2	1	
605	202	57	18	7	2	1	
606	
607	0	0	0	0	0	0	
608	
609	546	143	38	11	4	1	
610	661	175	48	14	4	1	
611	662	173	47	15	6	2	
612	203	62	21	8	3	2	
613	
614	36	12	5	2	1	1	
615	397	106	29	9	3	1	
616	34	17	10	5	3	1	
617	609	158	45	12	4	1	
618	
619	255	72	20	6	2	1	
620	18	12	7	5	3	1	
621	693	177	46	12	4	1	
622	49	18	7	3	1	1	
623	546	145	40	13	4	1	
624	226	61	17	6	3	1	
625	154	44	15	5	2	1	
626	447	124	34	12	4	1	
627	138	39	12	4	2	1	
628	21	11	6	3	2	1	
629	
630	323	88	24	8	3	1	
631	1542	401	108	32	9	3	
632	0	0	0	0	0	0	
633	284	76	21	7	3	1	
634	633	166	45	14	4	1	
635	0	0	0	0	0	0	
636	30	17	8	4	2	1	
637	321	95	30	11	4	1	
638	265	73	21	8	4	1	
639	0	0	0	0	0	0	
640	849	221	59	16	4	1	
641	1159	298	80	23	8	3	
642	1600	416	112	32	8	2	
643	373	100	28	9	4	1	
644	790	206	57	16	4	1	
645	199	55	16	5	2	1	
646	729	192	52	16	6	2	
647	789	208	56	16	5	2	
648	536	142	40	12	4	1	
649	855	224	59	16	4	1	
650	252	73	21	7	2	1	
651	857	226	64	16	4	1	
652	2660	675	174	46	13	4	
653	307	84	24	8	3	1	
654	715	188	50	14	4	1	
655	998	260	71	21	7	3	
656	55	16	5	2	1	1	
657	288	84	26	8	4	1	
658	419	112	33	10	3	1	
659	63	20	8	3	2	2	
660	133	38	12	5	2	1	
661	572	153	42	13	4	1	
662	652	168	47	13	4	1	
663	0	0	0	0	0	0	
664	0	0	0	0	0	0	
665	647	169	45	13	4	1	
666	869	220	61	16	4	1	
667	864	219	56	16	4	1	
668	0	0	0	0	0	0	
669	86	25	7	3	1	1	
670	254	72	22	8	3	1	
671	254	69	21	7	3	1	
672	14	8	4	2	1	1	
673	0	0	0	0	0	0	
674	433	115	32	10	4	1	
675	434	115	32	11	4	1	
676	0	0	0	0	0	0	
677	632	166	45	12	4	1	
678	625	159	45	12	4	1	
679	434	114	32	10	3	1	
680	473	125	35	11	4	1	
681	14	5	2	1	1	1	
682	164	45	14	5	2	1	
683	423	115	34	10	4	1	
684	0	0	0	0	0	0	
685	462	123	35	10	3	1	
686	1769	448	112	32	8	2	
687	
688	4	2	1	1	1	1	
689	205	61	20	7	3	1	
690	2669	679	175	47	13	4	
691	13	7	4	2	1	1	
692	371	101	29	9	3	1	
693	7	2	1	1	1	1	
694	294	80	23	8	3	1	
695	309	82	23	7	3	1	
696	597	154	42	11	4	1	
697	
698	3104	787	202	53	14	4	
699	45	15	6	3	2	2	
700	
701	
702	
703	931	240	63	16	4	1	
704	628	166	44	13	4	1	
705	505	137	38	12	4	1	
706	0	0	0	0	0	0	
707	1664	428	112	30	9	4	
708	638	164	46	12	4	1	
709	414	113	33	10	3	1	
710	507	133	37	12	4	2	
711	1152	288	80	24	8	2	
712	447	115	33	9	4	1	
713	370	96	27	8	3	1	
714	386	104	30	9	3	1	
715	130	40	18	8	3	2	
716	0	0	0	0	0	0	
717	591	152	41	12	4	1	
718	331	93	28	9	3	1	
719	0	0	0	0	0	0	
720	483	129	37	12	4	2	
721	638	168	46	13	4	1	
722	628	167	47	13	4	1	
723	381	97	25	7	3	1	
724	129	38	13	6	3	2	
725	502	136	39	11	4	1	
726	0	0	0	0	0	0	
727	291	80	23	7	3	1	
728	132	36	12	4	2	1	
729	198	59	19	8	3	2	
730	703	187	52	14	4	1	
731	864	226	60	16	4	1	
732	1004	261	72	20	6	2	
733	394	105	29	9	3	1	
734	1278	330	88	26	7	2	
735	5	3	2	1	1	1	
736	654	173	48	14	4	1	
737	575	150	41	13	4	1	
738	110	30	9	4	2	1	
739	793	206	55	16	4	1	
740	62	18	7	2	1	1	
741	157	47	15	6	2	1	
742	62	19	6	2	1	1	
743	942	244	64	18	7	2	
744	39	13	5	3	2	1	
745	606	163	44	14	4	1	
746	41	21	10	5	3	1	
747	0	0	0	0	0	0	
748	566	152	44	14	4	1	
749	684	179	48	14	4	1	
750	771	202	54	16	4	1	
751	40	21	11	6	3	2	
752	256	72	25	10	4	1	
753	621	163	43	12	4	1	
754	72	24	8	3	2	2	
755	
756	292	81	24	8	3	1	
757	729	191	52	14	5	2	
758	1497	384	100	27	8	2	
759	675	178	47	15	4	1	
760	250	69	20	7	3	1	
761	365	105	31	9	4	1	
762	0	0	0	0	0	0	
763	23	8	3	2	1	1	
764	615	165	47	14	4	1	
765	439	115	32	9	4	1	
766	593	155	43	12	4	1	
767	
768	377	101	27	9	3	1	
769	554	148	41	12	4	1	
770	181	56	20	9	3	1	
771	1165	300	80	22	7	2	
772	1226	313	81	24	8	2	
773	1321	341	88	24	8	3	
774	3558	898	229	59	15	4	
775	153	47	16	7	4	2	
776	672	175	47	14	4	1	
777	389	106	30	9	3	1	
778	652	173	47	13	4	1	
779	0	0	0	0	0	0	
780	428	116	33	10	3	1	
781	138	37	11	4	2	1	
782	23	9	3	2	1	1	
783	1477	386	105	30	10	3	
784	117	33	11	4	2	1	
785	527	139	39	12	4	1	
786	375	103	28	9	3	2	
787	897	238	63	16	4	1	
788	375	100	29	9	3	1	
789	589	156	43	13	4	1	
790	370	101	30	10	4	2	
791	439	114	33	9	4	1	
792	1316	340	91	26	8	3	
793	1309	337	89	25	8	2	
794	314	86	23	6	2	1	
795	489	131	36	11	4	1	
796	694	178	49	13	4	1	
797	838	220	58	16	4	1	
798	501	136	39	12	4	1	
799	675	179	50	15	4	1	
800	267	76	25	7	2	1	
801	27	9	3	1	1	1	
802	360	93	26	8	3	1	
803	729	193	50	16	4	1	
804	6	4	2	2	1	1	
805	622	163	45	13	4	1	
806	
807	486	126	37	12	4	1	
808	305	82	24	8	3	1	
809	0	0	0	0	0	0	
810	224	59	19	5	2	1	
811	194	55	17	5	2	1	
812	2304	588	152	41	12	4	
813	0	0	0	0	0	0	
814	11	4	2	1	1	1	
815	397	109	31	9	3	1	
816	125	36	11	5	2	1	
817	498	135	38	11	4	1	
818	1157	299	78	21	6	2	
819	406	112	35	10	3	1	
820	63	16	8	4	2	1	
821	687	183	48	12	4	1	
822	100	30	9	3	2	1	
823	675	177	47	15	4	1	
824	713	193	56	16	5	2	
825	556	145	40	12	4	1	
826	0	0	0	0	0	0	
827	735	193	53	15	5	2	
828	192	54	17	5	2	1	
829	671	173	47	13	5	2	
830	206	57	17	6	2	1	
831	398	105	28	10	3	1	
832	84	24	8	3	1	1	
833	
834	792	206	56	16	4	1	
835	0	0	0	0	0	0	
836	403	108	31	10	3	1	
837	5	4	2	1	1	1	
838	352	93	26	8	3	1	
839	269	79	27	8	3	1	
840	407	108	30	9	4	1	
841	624	163	46	14	4	1	
842	431	115	32	10	3	1	
843	489	129	35	10	4	1	
844	487	130	35	12	4	1	
845	1058	271	73	20	6	2	
846	287	77	22	7	2	1	
847	615	162	44	13	4	1	
848	396	102	27	8	3	1	
849	799	211	60	19	6	2	
850	261	71	20	6	2	1	
851	512	135	38	11	4	1	
852	
853	404	106	30	10	3	1	
854	743	195	53	15	4	1	
855	783	202	53	16	4	1	
856	476	126	35	11	4	1	
857	133	37	11	4	2	1	
858	931	241	64	16	4	1	
859	252	71	22	8	3	1	
860	0	0	0	0	0	0	
861	481	127	35	11	4	1	
862	
863	720	192	55	15	4	1	
864	146	40	13	5	2	1	
865	33	11	5	2	1	1	
866	272	80	25	10	3	1	
867	9	4	2	1	1	1	
868	364	97	28	10	3	1	
869	198	54	16	6	3	1	
870	673	182	54	17	8	3	
871	390	106	30	10	3	1	
872	0	0	0	0	0	0	
873	6	3	3	1	1	1	
874	345	94	27	9	3	1	
875	0	0	0	0	0	0	
876	169	45	13	5	2	1	
877	179	48	14	5	2	1	
878	133	40	14	6	3	1	
879	297	86	27	10	4	1	
880	154	42	12	5	2	1	
881	500	132	36	11	4	1	
882	333	88	25	8	3	1	
883	422	115	31	9	3	1	
884	0	0	0	0	0	0	
885	381	107	32	10	5	2	
886	
887	383	101	28	8	3	1	
888	0	0	0	0	0	0	
889	23	11	6	3	2	1	
890	426	113	32	10	4	1	
891	395	106	31	10	4	1	
892	213	59	17	6	2	1	
893	655	168	44	13	4	1	
894	45	15	6	3	1	1	
895	144	42	15	5	2	2	
896	370	103	29	9	4	2	
897	447	119	32	10	3	1	
898	75	21	7	3	1	1	
899	
900	0	0	0	0	0	0	
901	358	97	26	8	2	1	
902	50	16	6	3	2	1	
903	569	151	43	13	4	1	
904	152	44	14	5	3	2	
905	352	95	28	9	3	1	
906	0	0	0	0	0	0	
907	645	171	47	14	4	1	
908	28	17	9	5	2	1	
909	240	70	23	8	3	2	
910	
911	449	119	33	9	3	1	
912	493	131	38	11	4	1	
913	669	180	46	12	4	1	
914	47	14	5	2	1	1	
915	1146	297	81	21	8	2	
916	767	200	54	16	4	1	
917	659	171	46	13	5	2	
918	15	8	4	2	2	1	
919	177	49	16	6	3	1	
920	404	108	31	10	3	1	
921	486	128	39	12	4	1	
922	345	89	24	7	3	1	
923	4	2	1	1	1	1	
924	1	1	1	1	1	1	
925	205	57	18	5	2	1	
926	0	0	0	0	0	0	
927	253	69	20	7	3	1	
928	918	240	65	19	6	2	
929	655	172	48	14	4	1	
930	473	127	36	12	4	1	
931	373	97	27	9	4	1	
932	476	126	35	11	4	1	
933	78	26	10	4	2	1	
934	171	48	13	5	2	1	
935	573	154	44	14	5	2	
936	507	134	36	11	4	1	
937	718	184	48	12	4	1	
938	0	0	0	0	0	0	
939	464	124	36	11	4	1	
940	0	0	0	0	0	0	
941	49	15	5	2	1	1	
942	385	102	28	8	2	1	
943	358	100	30	9	4	1	
944	0	0	0	0	0	0	
945	1809	468	125	33	11	4	
946	306	81	23	7	2	1	
947	505	134	38	11	3	1	
948	803	211	58	18	5	2	
949	0	0	0	0	0	0	
950	839	221	61	19	6	2	
951	
952	2	1	1	1	1	1	
953	
954	737	189	53	15	4	1	
955	0	0	0	0	0	0	
956	0	0	0	0	0	0	
957	1094	284	76	21	8	2	
958	29	11	5	2	1	1	
959	782	203	54	15	4	1	
960	2528	645	168	44	13	4	
961	269	75	23	7	2	1	
962	529	140	37	12	4	1	
