Ex No	1	2	4	8	16	32
----------------------------------------------------------------
0	234	64	20	6	2	1	
1	787	207	56	15	4	1	
2	852	224	61	18	5	2	
3	
4	
5	683	181	50	15	4	1	
6	699	184	50	15	4	1	
7	443	117	33	11	4	1	
8	457	123	38	12	4	2	
9	0	0	0	0	0	0	
10	603	160	44	13	4	1	
11	291	80	24	7	2	1	
12	
13	377	102	29	8	4	1	
14	105	28	10	3	1	1	
15	436	114	31	10	3	2	
16	504	130	37	12	4	1	
17	1268	326	87	24	8	2	
18	3	2	1	1	1	1	
19	0	0	0	0	0	0	
20	740	193	53	15	4	1	
21	
22	321	85	24	8	3	1	
23	533	142	40	12	4	1	
24	0	0	0	0	0	0	
25	0	0	0	0	0	0	
26	363	93	28	8	2	1	
27	286	81	26	9	3	1	
28	582	151	41	13	4	1	
29	225	63	20	6	2	1	
30	391	106	32	8	2	1	
31	13	9	5	2	1	1	
32	703	180	50	14	4	1	
33	27	9	3	2	1	1	
34	9	3	1	1	1	1	
35	55	15	6	3	1	1	
36	289	81	22	7	3	1	
37	380	101	29	9	4	1	
38	0	0	0	0	0	0	
39	53	16	6	2	1	1	
40	0	0	0	0	0	0	
41	146	40	11	4	2	1	
42	346	94	27	8	3	1	
43	6	3	2	1	1	1	
44	598	161	43	14	4	1	
45	489	128	35	11	3	1	
46	103	29	9	3	1	1	
47	0	0	0	0	0	0	
48	210	60	18	7	3	2	
49	1123	292	81	24	8	2	
50	760	197	54	15	6	2	
51	384	101	27	8	3	1	
52	413	113	32	10	4	2	
53	23	12	7	3	2	1	
54	517	136	37	11	4	1	
55	522	137	38	11	4	1	
56	990	256	68	20	6	2	
57	1193	306	80	24	8	2	
58	1234	321	87	24	8	3	
59	647	171	46	13	4	1	
60	615	163	46	13	4	1	
61	273	73	21	6	3	1	
62	541	142	40	12	4	1	
63	334	89	25	8	2	1	
64	504	131	36	9	4	1	
65	0	0	0	0	0	0	
66	0	0	0	0	0	0	
67	512	138	37	11	4	2	
68	0	0	0	0	0	0	
69	261	72	20	6	3	1	
70	650	169	49	16	4	1	
71	65	19	6	3	1	1	
72	611	161	45	14	4	1	
73	0	0	0	0	0	0	
74	2112	545	141	40	12	4	
75	20	7	3	2	1	1	
76	342	91	25	8	3	1	
77	311	86	26	9	3	1	
78	820	212	56	16	4	1	
79	498	131	37	10	3	1	
80	211	57	18	6	2	1	
81	644	169	46	14	4	1	
82	597	154	41	13	4	1	
83	645	171	48	14	4	1	
84	632	166	45	14	4	1	
85	605	160	45	14	4	1	
86	196	55	17	5	2	1	
87	815	211	56	16	4	1	
88	466	124	35	10	4	1	
89	332	90	25	8	3	1	
90	686	181	51	15	4	1	
91	501	135	36	12	4	1	
92	1086	279	74	21	7	2	
93	598	156	43	14	4	1	
94	582	154	42	12	4	1	
95	599	156	42	11	4	1	
96	45	15	6	3	1	1	
97	1102	286	79	23	8	2	
98	420	116	34	11	4	2	
99	701	182	49	13	4	1	
100	3	2	1	1	1	1	
101	354	97	29	9	3	1	
102	1647	416	112	32	8	2	
103	355	95	26	8	2	1	
104	
105	342	90	25	8	3	1	
106	1646	423	113	30	8	3	
107	603	161	45	13	4	1	
108	35	12	4	2	2	1	
109	10	3	1	1	1	1	
110	16	5	2	1	1	1	
111	
112	1247	322	85	23	6	2	
113	105	30	10	4	2	1	
114	263	67	19	6	2	1	
115	1055	272	72	20	6	2	
116	134	41	14	4	2	1	
117	127	38	13	5	3	2	
118	474	128	38	12	4	1	
119	420	111	31	9	3	1	
120	
121	652	172	46	15	4	1	
122	508	134	38	12	4	1	
123	572	150	42	12	4	1	
124	2304	585	151	40	11	4	
125	713	188	51	15	4	1	
126	
127	610	162	42	12	4	1	
128	648	169	47	14	4	1	
129	0	0	0	0	0	0	
130	294	80	24	8	3	2	
131	536	140	38	11	3	2	
132	9	6	3	2	1	1	
133	433	115	31	9	3	1	
134	54	16	6	3	1	1	
135	800	205	56	16	4	1	
136	300	81	24	9	4	2	
137	739	194	54	15	4	1	
138	170	47	14	5	2	1	
139	829	217	58	15	4	1	
140	0	0	0	0	0	0	
141	367	97	28	8	3	1	
142	851	220	59	16	4	1	
143	24	9	4	3	2	2	
144	1909	492	130	36	11	3	
145	43	14	5	2	1	1	
146	436	112	32	9	4	1	
147	433	116	33	10	4	2	
148	647	171	47	13	4	1	
149	480	128	35	10	4	1	
150	8	4	2	1	1	1	
151	776	200	53	15	5	2	
152	470	127	36	10	3	1	
153	977	251	64	21	8	2	
154	607	162	45	14	5	2	
155	623	166	46	12	4	1	
156	
157	1365	353	96	27	8	2	
158	282	76	22	7	3	1	
159	354	98	29	11	4	2	
160	191	53	16	6	4	1	
161	1	1	1	1	1	1	
162	366	99	28	9	4	1	
163	487	127	35	10	4	1	
164	381	103	27	7	2	1	
165	8	4	2	1	1	1	
166	597	152	42	13	4	1	
167	
168	860	225	62	18	5	2	
169	475	125	35	10	4	1	
170	333	90	26	8	3	1	
171	192	53	15	5	2	1	
172	12	9	5	3	2	1	
173	228	63	18	6	2	1	
174	0	0	0	0	0	0	
175	518	138	39	11	4	1	
176	622	162	43	13	4	1	
177	16	8	5	2	1	1	
178	0	0	0	0	0	0	
179	793	205	56	16	4	1	
180	386	100	29	8	2	1	
181	0	0	0	0	0	0	
182	649	172	48	13	4	1	
183	121	34	10	3	1	1	
184	0	0	0	0	0	0	
185	1105	288	78	23	8	3	
186	412	108	30	8	3	1	
187	457	126	37	13	4	1	
188	258	70	21	6	3	1	
189	760	201	55	15	5	2	
190	570	150	42	12	4	1	
191	176	48	14	5	2	1	
192	149	43	14	5	2	1	
193	621	162	44	14	4	1	
194	2749	701	181	48	13	4	
195	111	34	12	5	2	1	
196	2	1	1	1	1	1	
197	848	219	62	20	6	2	
198	391	110	33	11	5	2	
199	129	39	16	8	4	2	
200	
201	446	117	32	9	4	1	
202	186	51	15	6	3	1	
203	0	0	0	0	0	0	
204	
205	675	175	49	13	4	1	
206	652	170	46	13	4	1	
207	771	203	56	17	6	2	
208	762	198	55	16	4	1	
209	702	183	51	15	4	1	
210	658	176	50	14	4	1	
211	456	121	37	11	4	1	
212	871	225	60	17	5	2	
213	296	79	22	7	3	1	
214	649	174	46	14	6	2	
215	327	87	24	8	3	1	
216	353	99	29	9	3	1	
217	130	35	11	4	2	1	
218	1697	438	115	33	9	3	
219	540	142	39	11	4	1	
220	410	105	29	9	3	1	
221	796	207	58	15	6	2	
222	907	237	65	19	6	2	
223	263	74	22	9	3	2	
224	
225	444	119	34	9	3	2	
226	946	248	68	20	6	2	
227	327	87	25	8	3	1	
228	686	177	47	14	4	1	
229	515	140	39	13	4	1	
230	11	8	4	2	1	1	
231	220	65	21	7	3	1	
232	664	175	48	14	4	1	
233	795	209	58	17	6	2	
234	582	153	42	12	4	1	
235	214	58	17	6	2	1	
236	106	30	9	3	2	1	
237	19	8	3	2	2	2	
238	337	96	31	9	4	1	
239	788	205	56	16	4	1	
240	266	72	20	6	3	1	
241	68	26	9	4	2	1	
242	1591	410	109	31	9	3	
243	104	28	8	4	2	1	
244	564	151	43	12	4	1	
245	421	112	30	9	3	1	
246	250	67	19	6	3	1	
247	176	52	18	6	3	2	
248	31	16	8	4	2	1	
249	0	0	0	0	0	0	
250	367	101	29	10	4	1	
251	0	0	0	0	0	0	
252	298	79	22	7	2	1	
253	621	165	46	14	4	1	
254	7	3	2	1	1	1	
255	33	17	9	4	3	1	
256	724	189	50	15	4	1	
257	602	159	43	12	4	1	
258	623	162	46	13	4	1	
259	552	152	39	14	4	2	
260	254	69	20	7	3	1	
261	1355	352	95	27	9	3	
262	205	61	21	9	4	1	
263	804	209	56	15	4	1	
264	37	18	10	5	3	1	
265	1012	264	70	21	8	2	
266	158	46	15	5	3	2	
267	2	1	1	1	1	1	
268	592	154	41	12	4	1	
269	0	0	0	0	0	0	
270	2	1	1	1	1	1	
271	800	209	57	17	5	2	
272	428	118	35	12	5	2	
273	26	17	11	6	3	1	
274	69	21	7	3	1	1	
275	1141	296	81	22	6	2	
276	1	1	1	1	1	1	
277	103	33	12	6	3	1	
278	75	23	7	3	2	1	
279	492	135	39	12	4	1	
280	1710	440	116	34	11	4	
281	2	1	1	1	1	1	
282	383	99	28	8	3	1	
283	0	0	0	0	0	0	
284	247	67	20	6	2	1	
285	0	0	0	0	0	0	
286	749	197	53	15	4	1	
287	
288	727	191	53	15	4	1	
289	162	46	14	5	2	1	
290	604	161	47	15	4	1	
291	0	0	0	0	0	0	
292	346	93	27	9	3	2	
293	124	36	12	4	2	1	
294	0	0	0	0	0	0	
295	519	136	38	11	4	1	
296	281	76	22	7	2	1	
297	663	171	47	14	4	1	
298	489	131	36	11	4	1	
299	355	96	28	9	3	1	
300	0	0	0	0	0	0	
301	413	110	31	10	3	1	
302	57	17	6	3	1	1	
303	127	36	10	3	1	1	
304	0	0	0	0	0	0	
305	1408	368	96	28	8	3	
306	1931	493	128	32	8	2	
307	674	179	50	15	5	2	
308	772	203	56	16	4	1	
309	263	71	20	6	3	1	
310	784	203	53	16	4	1	
311	342	92	26	8	3	1	
312	31	12	5	2	1	1	
313	389	105	29	9	3	1	
314	342	92	26	8	3	1	
315	793	208	57	17	6	2	
316	394	103	30	9	3	1	
317	862	228	64	20	6	2	
318	702	184	50	16	4	1	
319	511	137	37	12	4	1	
320	486	132	38	11	4	1	
321	231	67	20	8	4	1	
322	806	213	58	16	4	1	
323	399	112	35	12	5	2	
324	
325	184	52	16	6	3	2	
326	243	64	18	5	2	1	
327	385	103	29	9	3	1	
328	16	5	2	1	1	1	
329	79	29	15	8	4	2	
330	1701	435	113	32	8	2	
331	538	143	40	11	4	1	
332	55	22	10	5	2	1	
333	0	0	0	0	0	0	
334	728	191	50	15	4	1	
335	789	209	58	18	7	2	
336	706	185	51	15	5	2	
337	1431	367	99	28	9	3	
338	532	140	39	11	4	1	
339	409	108	30	9	4	1	
340	670	178	49	15	4	1	
341	372	100	29	8	3	1	
342	
343	0	0	0	0	0	0	
344	412	112	33	10	4	1	
